company,job_title,location,company_size,company_type,company_sector,company_industry,company_revenue,job_simpl,seniority,state,salary_estimate,company_founded,hourly,rating,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn,description_len,company_age,size,type,sector,revenue,zone
Big Fish Games,Senior Data Scientist,"Las Vegas, NV",201 to 500 Employees,Subsidiary or Business Segment,Media & Communication,Video Game Publishing,$25 to $100 million (USD),data scientist,Senior,NV,130522.0,2002.0,0.0,3.7,1.0,0.0,0.0,0.0,0.0,1.0,506.0,20.0,Medium-sized company,Other institutions,Media and Entertaiment,$5 to $100 million (USD),Western
Assa Abloy,Staff Data Scientist,"Austin, TX",10000+ Employees,Company - Public,Manufacturing,Machinery Manufacturing,$10+ billion (USD),data scientist,Senior,TX,119344.0,1994.0,0.0,3.7,1.0,0.0,0.0,0.0,1.0,1.0,354.0,28.0,Huge company,Company - Public,Industry,$10+ billion (USD),Southern
Retia Medical,Biomedical Data Scientist,"White Plains, NY",1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data scientist,mid,NY,95293.0,1950.1,0.0,3.2,1.0,0.0,0.0,0.0,0.0,1.0,176.0,71.9,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Northeastern
Viasat,Data Scientist/Economist,Massachusetts,5001 to 10000 Employees,Company - Public,Telecommunications,Telecommunications Services,$1 to $5 billion (USD),data scientist,Senior,MA,171850.0,1986.0,0.0,4.2,1.0,1.0,0.0,0.0,1.0,1.0,305.0,36.0,Large company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Northeastern
Kershner Trading,Data Scientist - remote,"Austin, TX",51 to 200 Employees,Company - Private,Financial Services,Investment & Asset Management,$25 to $100 million (USD),data scientist,Senior,TX,107323.0,1933.4,0.0,3.6,1.0,0.0,0.0,0.0,0.0,0.0,131.0,88.6,Medium-sized company,Company - Private,Financial and housing services,$5 to $100 million (USD),Southern
MIRROR,Data Scientist,"New York, NY",Unknown,Nonprofit Organization,Healthcare,Health Care Services & Hospitals,Unknown / Non-Applicable,data scientist,Senior,NY,114707.0,1924.3,0.0,3.2,1.0,0.0,0.0,0.0,0.0,0.0,366.0,97.7,Unknown size,Other institutions,Healthcare,Unknown / Non-Applicable,Northeastern
Faire,Senior Data Scientist - Search & Recommendation,"San Francisco, CA",201 to 500 Employees,Company - Private,Retail & Wholesale,Wholesale,Unknown / Non-Applicable,data scientist,Senior,CA,185250.0,2017.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,1.0,812.0,5.0,Medium-sized company,Company - Private,Other sectors,Unknown / Non-Applicable,Western
BREVCO SERVICES,Junior Data Scientist (C),"Norfolk, VA",51 to 200 Employees,Contract,Unknown,Unknown,Unknown / Non-Applicable,data scientist,junior,VA,90892.0,2014.0,0.0,2.9,1.0,1.0,1.0,0.0,1.0,1.0,594.0,8.0,Medium-sized company,Other institutions,Unknown,Unknown / Non-Applicable,Southern
Activision,Senior Data Scientist,"Santa Monica, CA",1001 to 5000 Employees,Subsidiary or Business Segment,Media & Communication,Video Game Publishing,$500 million to $1 billion (USD),data scientist,Senior,CA,132367.0,1979.0,0.0,3.5,1.0,0.0,1.0,1.0,0.0,1.0,795.0,43.0,Large company,Other institutions,Media and Entertaiment,$100 million to $1 billion (USD),Western
"Cleerly, Inc",Data Scientist,"Denver, CO",51 to 200 Employees,Company - Private,Healthcare,Investment & Asset Management,$25 to $100 million (USD),data scientist,Senior,CO,165000.0,2004.0,0.0,4.339999999999999,1.0,0.0,0.0,0.0,1.0,1.0,591.0,18.0,Medium-sized company,Company - Private,Healthcare,$5 to $100 million (USD),Western
Vista Globa,Lead Data Scientist,"Fort Lauderdale, FL",Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,data scientist,Senior,FL,165000.0,2004.0,0.0,4.339999999999999,1.0,0.0,1.0,1.0,0.0,1.0,384.0,18.0,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern
Edgetensor Technologies,Senior Data Scientist,Remote,1 to 50 Employees,Company - Private,Transportation & Logistics,Taxi & Car Services,Unknown / Non-Applicable,data scientist,Senior,Remote,105000.0,2017.0,0.0,3.3,1.0,0.0,0.0,1.0,0.0,1.0,225.0,5.0,Small company,Company - Private,Other sectors,Unknown / Non-Applicable,Remote
Clearcover,Lead Data Scientist,"Chicago, IL",201 to 500 Employees,Company - Private,Insurance,Insurance Carriers,Unknown / Non-Applicable,data scientist,Senior,IL,127026.0,2016.0,0.0,4.1,1.0,0.0,0.0,0.0,0.0,1.0,563.0,6.0,Medium-sized company,Company - Private,Financial and housing services,Unknown / Non-Applicable,Midwestern
Braintrust,Data Engineer,Remote,Unknown,Company - Private,Management & Consulting,Business Consulting,$5 to $25 million (USD),data engineer,Senior,Remote,170000.0,2018.0,1.0,4.6,1.0,0.0,1.0,0.0,0.0,0.0,288.0,4.0,Unknown size,Company - Private,Business services,$5 to $100 million (USD),Remote
Ntropy Networ,Data Scientist,"New York, NY",1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data scientist,mid,NY,130000.0,2016.3,0.0,4.0200000000000005,1.0,0.0,0.0,1.0,0.0,0.0,510.0,5.7,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Northeastern
FocusKPI Inc.,Junior Data Scientist,"Boston, MA",51 to 200 Employees,Company - Private,Media & Communication,Advertising & Public Relations,Less than $1 million (USD),data scientist,junior,MA,88578.0,1910.3,0.0,3.3,1.0,0.0,0.0,0.0,1.0,0.0,260.0,111.7,Medium-sized company,Company - Private,Media and Entertaiment,Less than $5 million (USD),Northeastern
Noodles & Company | Noodles & Company,Data Scientist and Visualization Developer,"Broomfield, CO",10000+ Employees,Company - Public,Restaurants & Food Service,Restaurants & Cafes,$100 to $500 million (USD),data scientist,Senior,CO,125000.0,1995.0,0.0,3.6,1.0,0.0,1.0,0.0,0.0,1.0,477.0,27.0,Huge company,Company - Public,Other sectors,$100 million to $1 billion (USD),Western
Activision,Principal Data Scientist,"Santa Monica, CA",1001 to 5000 Employees,Subsidiary or Business Segment,Media & Communication,Video Game Publishing,$500 million to $1 billion (USD),data scientist,Senior,CA,219592.0,1979.0,0.0,3.5,1.0,0.0,0.0,0.0,0.0,0.0,756.0,43.0,Large company,Other institutions,Media and Entertaiment,$100 million to $1 billion (USD),Western
InMarket,Data Scientist,"Austin, TX",201 to 500 Employees,Company - Private,Media & Communication,Publishing,$100 to $500 million (USD),data scientist,Senior,TX,237000.0,2009.0,0.0,4.1,1.0,0.0,0.0,1.0,1.0,1.0,467.0,13.0,Medium-sized company,Company - Private,Media and Entertaiment,$100 million to $1 billion (USD),Southern
Tech Impact,Data Scientist Fellowship - 1 Year - Newark DE,"Wilmington, DE",51 to 200 Employees,Nonprofit Organization,Information Technology,Information Technology Support Services,$5 to $25 million (USD),data scientist,Senior,DE,70000.0,2003.0,0.0,4.2,1.0,0.0,1.0,0.0,1.0,1.0,663.0,19.0,Medium-sized company,Other institutions,IT and Telecommunications,$5 to $100 million (USD),Southern
TARGET,Senior Data Scientist - Search / Browse (NLP and ML modelling),"Brooklyn Park, MN",10000+ Employees,Company - Public,Retail & Wholesale,General Merchandise & Superstores,$10+ billion (USD),data scientist,Senior,MN,65773.0,1962.0,0.0,3.6,1.0,0.0,0.0,1.0,1.0,1.0,575.0,60.0,Huge company,Company - Public,Other sectors,$10+ billion (USD),Midwestern
GM Financial,Data Scientist I - OSI,Remote,5001 to 10000 Employees,Company - Public,Financial Services,Banking & Lending,$5 to $10 billion (USD),data scientist,Senior,Remote,137350.0,1992.0,0.0,3.8,1.0,0.0,0.0,0.0,1.0,1.0,742.0,30.0,Large company,Company - Public,Financial and housing services,$1 to $10 billion (USD),Remote
Wise Equation Solutions,Data Scientist,"Austin, TX",51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,$5 to $25 million (USD),data scientist,mid,TX,96446.0,2006.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,1.0,107.0,16.0,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Southern
HunaTek Government Solutions,Data Scientist,"Stafford, VA",51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,data scientist,Senior,VA,155000.0,2011.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,539.0,11.0,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Southern
Virginia Tech Applied Research Corporation,Junior Data Scientist,"Arlington, VA",1 to 50 Employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),data scientist,junior,VA,84850.0,2012.0,0.0,3.4,1.0,0.0,0.0,0.0,0.0,0.0,447.0,10.0,Small company,Other institutions,Other sectors,$5 to $100 million (USD),Southern
Stefanini,Data Scientist,"Durham, NC",10000+ Employees,Subsidiary or Business Segment,Information Technology,Information Technology Support Services,$1 to $5 billion (USD),data scientist,mid,NC,100000.0,1987.0,1.0,3.7,1.0,0.0,1.0,1.0,0.0,1.0,465.0,35.0,Huge company,Other institutions,IT and Telecommunications,$1 to $10 billion (USD),Southern
"City of Grand Junction, Colorado",Data Scientist,"Grand Junction, CO",201 to 500 Employees,Government,Government & Public Administration,National Agencies,Unknown / Non-Applicable,data scientist,Senior,CO,90012.0,1995.6,0.0,3.7,0.0,0.0,0.0,0.0,1.0,1.0,839.0,26.4,Medium-sized company,Other institutions,Other sectors,Unknown / Non-Applicable,Western
Snowflake,Sr. Data Scientist,"San Mateo, CA",1001 to 5000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$1 to $5 billion (USD),data scientist,Senior,CA,183250.0,2012.0,0.0,4.3,1.0,0.0,0.0,0.0,1.0,1.0,349.0,10.0,Large company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Western
"BEN Group, Inc",Data Scientist (Level I - II),"Provo, UT",201 to 500 Employees,Company - Private,Media & Communication,Advertising & Public Relations,$25 to $100 million (USD),data scientist,Senior,UT,91214.0,2014.0,0.0,3.5,1.0,0.0,0.0,0.0,1.0,1.0,584.0,8.0,Medium-sized company,Company - Private,Media and Entertaiment,$5 to $100 million (USD),Western
Mars,Data Scientist - Role can be remote,"Chicago, IL",10000+ Employees,Company - Private,Manufacturing,Food & Beverage Manufacturing,$10+ billion (USD),data scientist,junior,IL,106718.0,1911.0,0.0,4.3,1.0,1.0,1.0,1.0,1.0,1.0,462.0,111.0,Huge company,Company - Private,Industry,$10+ billion (USD),Midwestern
Abbott Laboratories,Data Scientist 1,"Abbott Park, IL",10000+ Employees,Company - Public,Healthcare,Health Care Services & Hospitals,$10+ billion (USD),data scientist,Senior,IL,102372.0,1888.0,0.0,3.8,1.0,0.0,0.0,0.0,0.0,1.0,467.0,134.0,Huge company,Company - Public,Healthcare,$10+ billion (USD),Midwestern
TikTok,"Data Scientist, University Graduate - 2023 Start (BS/MS)","Mountain View, CA",1001 to 5000 Employees,Company - Private,Information Technology,Internet & Web Services,Unknown / Non-Applicable,data scientist,Senior,CA,138475.0,2016.0,0.0,3.6,1.0,0.0,0.0,0.0,0.0,1.0,614.0,6.0,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western
Cisco Systems,Data Scientist,"Research Triangle Park, NC",10000+ Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$10+ billion (USD),data scientist,Senior,NC,115673.0,1984.0,0.0,4.3,1.0,1.0,0.0,1.0,1.0,1.0,628.0,38.0,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Southern
Lawrence Livermore National Laboratory,Data Scientist - Entry Level,"Livermore, CA",5001 to 10000 Employees,Government,Government & Public Administration,National Agencies,$1 to $5 billion (USD),data scientist,junior,CA,121209.0,1952.0,0.0,4.4,1.0,0.0,0.0,1.0,0.0,1.0,912.0,70.0,Large company,Other institutions,Other sectors,$1 to $10 billion (USD),Western
YES Communities,Analyst - Junior Data Scientist,"Greenwood Village, CO",1001 to 5000 Employees,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD),data analyst,junior,CO,87500.0,2008.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,419.0,14.0,Large company,Company - Private,Financial and housing services,$100 million to $1 billion (USD),Western
Scey,Data Scientist/Meteorologist,"Moriarty, NM",1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data scientist,mid,NM,140000.0,2008.6,0.0,4.33,1.0,0.0,0.0,1.0,0.0,0.0,378.0,13.4,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Western
Mars,Data Scientist - Role can be remote,"Chicago, IL",10000+ Employees,Company - Private,Manufacturing,Food & Beverage Manufacturing,$10+ billion (USD),data scientist,junior,IL,106718.0,1911.0,0.0,4.3,1.0,1.0,1.0,1.0,1.0,1.0,460.0,111.0,Huge company,Company - Private,Industry,$10+ billion (USD),Midwestern
Abbott Laboratories,Data Scientist 1,"Abbott Park, IL",10000+ Employees,Company - Public,Healthcare,Health Care Services & Hospitals,$10+ billion (USD),data scientist,Senior,IL,102372.0,1888.0,0.0,3.8,1.0,0.0,0.0,0.0,0.0,1.0,467.0,134.0,Huge company,Company - Public,Healthcare,$10+ billion (USD),Midwestern
TikTok,"Data Scientist, University Graduate - 2023 Start (BS/MS)","Mountain View, CA",1001 to 5000 Employees,Company - Private,Information Technology,Internet & Web Services,Unknown / Non-Applicable,data scientist,Senior,CA,138475.0,2016.0,0.0,3.6,1.0,0.0,0.0,0.0,0.0,1.0,616.0,6.0,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western
Lawrence Livermore National Laboratory,Data Scientist - Entry Level,"Livermore, CA",5001 to 10000 Employees,Government,Government & Public Administration,National Agencies,$1 to $5 billion (USD),data scientist,junior,CA,121209.0,1952.0,0.0,4.4,1.0,0.0,0.0,1.0,0.0,1.0,913.0,70.0,Large company,Other institutions,Other sectors,$1 to $10 billion (USD),Western
YES Communities,Analyst - Junior Data Scientist,"Greenwood Village, CO",1001 to 5000 Employees,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD),data analyst,junior,CO,87500.0,2008.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,419.0,14.0,Large company,Company - Private,Financial and housing services,$100 million to $1 billion (USD),Western
Verily,"Data Scientist, Viral Genomics","South San Francisco, CA",1001 to 5000 Employees,Subsidiary or Business Segment,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,Unknown / Non-Applicable,data scientist,Senior,CA,121382.0,2015.0,0.0,4.1,1.0,0.0,0.0,0.0,0.0,1.0,549.0,7.0,Large company,Other institutions,Healthcare,Unknown / Non-Applicable,Western
IKEA,Data Analyst,"Conshohocken, PA",10000+ Employees,Company - Private,Retail & Wholesale,Home Furniture & Housewares Stores,Unknown / Non-Applicable,data analyst,Senior,PA,91258.0,1943.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,403.0,79.0,Huge company,Company - Private,Other sectors,Unknown / Non-Applicable,Northeastern
Cisco Systems,Data Scientist,"Research Triangle Park, NC",10000+ Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$10+ billion (USD),data scientist,Senior,NC,115673.0,1984.0,0.0,4.3,1.0,1.0,0.0,1.0,1.0,1.0,628.0,38.0,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Southern
Verily,"Data Scientist, Viral Genomics","South San Francisco, CA",1001 to 5000 Employees,Subsidiary or Business Segment,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,Unknown / Non-Applicable,data scientist,Senior,CA,121382.0,2015.0,0.0,4.1,1.0,0.0,0.0,0.0,0.0,1.0,549.0,7.0,Large company,Other institutions,Healthcare,Unknown / Non-Applicable,Western
Mars,Data Scientist - Role can be remote,"Chicago, IL",10000+ Employees,Company - Private,Manufacturing,Food & Beverage Manufacturing,$10+ billion (USD),data scientist,junior,IL,106718.0,1911.0,0.0,4.3,1.0,1.0,1.0,1.0,1.0,1.0,462.0,111.0,Huge company,Company - Private,Industry,$10+ billion (USD),Midwestern
National Security Agency,Data Scientist,"Fort Meade, MD",Unknown,Government,Government & Public Administration,National Agencies,Unknown / Non-Applicable,data scientist,Senior,MD,125491.0,1972.8,0.0,3.6,0.0,0.0,0.0,1.0,0.0,1.0,1136.0,49.2,Unknown size,Other institutions,Other sectors,Unknown / Non-Applicable,Southern
TikTok,"Data Scientist, University Graduate (Global E-commerce Risk Control)- 2023 Start (MS)","Seattle, WA",1001 to 5000 Employees,Company - Private,Information Technology,Internet & Web Services,Unknown / Non-Applicable,data scientist,Senior,WA,134155.0,2016.0,0.0,3.6,1.0,0.0,0.0,0.0,0.0,1.0,837.0,6.0,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western
CareCentrix,Healthcare Data Scientist,Remote,1001 to 5000 Employees,Company - Private,Healthcare,Health Care Services & Hospitals,$1 to $5 billion (USD),data scientist,Senior,Remote,100000.0,1996.0,0.0,3.3,1.0,0.0,0.0,0.0,0.0,1.0,354.0,26.0,Large company,Company - Private,Healthcare,$1 to $10 billion (USD),Remote
Experian,Tapad - Senior Data Scientist (Remote),"New York, NY",10000+ Employees,Company - Public,Management & Consulting,Research & Development,$5 to $10 billion (USD),data scientist,Senior,NY,114577.0,1980.0,0.0,4.3,1.0,1.0,0.0,0.0,0.0,1.0,910.0,42.0,Huge company,Company - Public,Business services,$1 to $10 billion (USD),Northeastern
Argonne National Laboratory,Data Scientist - Life Sciences,"Lemont, IL",1001 to 5000 Employees,Government,Management & Consulting,Research & Development,Unknown / Non-Applicable,data scientist,mid,IL,93708.0,1946.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,1.0,499.0,76.0,Large company,Other institutions,Business services,Unknown / Non-Applicable,Midwestern
Logistics Management Institute,Junior Data Scientist,"Tysons Corner, VA",1001 to 5000 Employees,Company - Private,Management & Consulting,Business Consulting,$100 to $500 million (USD),data scientist,junior,VA,99187.0,1961.0,0.0,4.3,1.0,0.0,0.0,0.0,0.0,1.0,406.0,61.0,Large company,Company - Private,Business services,$100 million to $1 billion (USD),Southern
"JPMorgan Chase Bank, N.A.",Data Scientist - Associate,"Jersey City, NJ",10000+ Employees,Company - Public,Financial Services,Banking & Lending,$10+ billion (USD),data scientist,junior,NJ,119750.0,1799.0,0.0,3.8,1.0,1.0,0.0,0.0,0.0,0.0,569.0,223.0,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Northeastern
"Lucas Systems, Inc.",Data Scientist,"Wexford, PA",51 to 200 Employees,Company - Private,Information Technology,Enterprise Software & Network Solutions,$5 to $25 million (USD),data scientist,Senior,PA,86117.0,1988.0,0.0,4.3,1.0,0.0,1.0,0.0,1.0,1.0,428.0,34.0,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Northeastern
Southwest Airlines,Assoc Marketing Data Scientist,"Dallas, TX",10000+ Employees,Company - Public,Transportation & Logistics,"Airlines, Airports & Air Transportation",$10+ billion (USD),data scientist,Senior,TX,109526.0,1967.0,0.0,4.2,1.0,0.0,0.0,0.0,0.0,1.0,445.0,55.0,Huge company,Company - Public,Other sectors,$10+ billion (USD),Southern
